Title,nbrAvis,specialite,ranking,overallRating,wifi,livraison,prix,Latitude,Longitude,district
McDonald's,20 avis ,no information,Nº 2 706 sur 3 058 Restaurants à Lyon,2.5 ,no,no,no information,45.741241455078125,4.815425872802734,69002  Lyon  
Starbucks,2 avis ,no information,Nº 2 707 sur 3 058 Restaurants à Lyon,1.5 ,no,no,no information,45.75957489013672,4.858512878417969,69003  Lyon  
Station Pizza,7 avis ,no information,Nº 2 708 sur 3 058 Restaurants à Lyon,2.5 ,no,no,no information,45.743133544921875,4.870071887969971,69008  Lyon  
Chez Olivia,1 avis ,Chinoise  Asiatique,Nº 2 709 sur 3 058 Restaurants à Lyon,5.0 ,yes,yes,5 € -15 €,45.75190353393555,4.8284430503845215,69002  Lyon  
Délecto  La Boulangerie Culinaire,9 avis ,Cuisine de rue (street food)  Pizza  Traiteur,Nº 19 sur 26 Restaurants à Ecully,3.0 ,no,yes,6 € -20 €,45.773040771484375,4.792147159576416,69130 Ecully  Lyon  
Bpf Gourmet,4 avis ,no information,Nº 38 sur 46 Restaurants à Bron,2.0 ,no,no,no information,45.731651306152344,4.916830062866211,69500 Bron  Lyon  
C Sushi,10 avis ,Japonaise,Nº 2 712 sur 3 058 Restaurants à Lyon,2.5 ,no,no,no information,45.75194549560547,4.840252876281738,69007  Lyon  
Fresh Hour,7 avis ,Française  Moyen-Orient,Nº 2 713 sur 3 058 Restaurants à Lyon,2.0 ,no,no,no information,45.741241455078125,4.815425872802734,69002  Lyon  
Sushimasa Gerland,24 avis ,no information,Nº 2 714 sur 3 058 Restaurants à Lyon,2.5 ,no,no,no information,45.7290153503418,4.830063819885254,69007  Lyon  
Le Taka,32 avis ,no information,Nº 2 715 sur 3 058 Restaurants à Lyon,2.5 ,no,no,no information,45.766624450683594,4.82803201675415,69005  Lyon  
McDonald's,14 avis ,no information,Nº 2 716 sur 3 058 Restaurants à Lyon,2.5 ,no,no,no information,45.74225997924805,4.876890182495117,69008  Lyon  
Cafe Carnot,28 avis ,Française,Nº 2 717 sur 3 058 Restaurants à Lyon,2.5 ,no,no,no information,45.75048065185547,4.829040050506592,69002  Lyon  
Pizza Pai,67 avis ,no information,Nº 2 719 sur 3 058 Restaurants à Lyon,2.5 ,no,no,no information,45.72406768798828,4.929451942443848,69800  Lyon  
Restaurant Au Gre des Jours,3 avis ,no information,Nº 2 720 sur 3 058 Restaurants à Lyon,1.5 ,no,no,no information,45.77445983886719,4.808450222015381,69009  Lyon  
L'assiette du prof,78 avis ,Halal,Nº 2 721 sur 3 058 Restaurants à Lyon,2.5 ,no,no,no information,45.768924713134766,4.856989860534668,69006  Lyon  
Le Pekin,8 avis ,no information,Nº 2 722 sur 3 058 Restaurants à Lyon,2.0 ,no,no,no information,45.7598876953125,4.830905914306641,69002  Lyon  
Buffalo Grill,150 avis ,Grillades,Nº 15 sur 16 Restaurants à Limonest,2.5 ,no,no,Grillades,45.82015609741211,4.7609381675720215,69760 Limonest  Lyon  
KFC,38 avis ,Américaine,Nº 39 sur 46 Restaurants à Bron,2.5 ,no,no,no information,45.726131439208984,4.923079967498779,69500 Bron  Lyon  
Le Tablier,7 avis ,Française,Nº 2 725 sur 3 058 Restaurants à Lyon,2.0 ,no,no,no information,45.76337432861328,4.827271938323975,69005  Lyon  
Street Fast Food,6 avis ,no information,Nº 2 726 sur 3 058 Restaurants à Lyon,2.0 ,no,no,no information,45.743133544921875,4.870071887969971,69008  Lyon  
Le Vivarais chez Micka,3 avis ,Française,Nº 2 727 sur 3 058 Restaurants à Lyon,4.0 ,no,no,no information,45.76110076904297,4.853784084320068,69003  Lyon  
Les Barbares,244 avis ,Française  Bar,Nº 2 728 sur 3 058 Restaurants à Lyon,3.0 ,no,no,no information,45.76386260986328,4.83341121673584,69002  Lyon  
La Ferme a Pizza,36 avis ,Italienne,Nº 2 729 sur 3 058 Restaurants à Lyon,2.5 ,no,no,no information,45.792240142822266,4.8190507888793945,69009  Lyon  
Subway,25 avis ,no information,Nº 2 730 sur 3 058 Restaurants à Lyon,2.5 ,no,no,no information,45.75974655151367,4.861329078674316,69003  Lyon  
Sushi Shop,98 avis ,Japonaise  Sushi,Nº 2 731 sur 3 058 Restaurants à Lyon,2.5 ,no,yes,13 € -35 €,45.758358001708984,4.835713863372803,69002  Lyon  
Cuisines & Passions,10 avis ,Française,Nº 2 732 sur 3 058 Restaurants à Lyon,2.0 ,no,no,no information,45.76148223876953,4.8498148918151855,69003  Lyon  
Paul,4 avis ,no information,Nº 20 sur 26 Restaurants à Ecully,2.0 ,no,no,no information,45.78678894042969,4.765049934387207,69130 Ecully  Lyon  
Bert’s Cafe Contemporain,12 avis ,no information,Nº 2 734 sur 3 058 Restaurants à Lyon,2.5 ,no,no,no information,45.784820556640625,4.853109836578369,69006  Lyon  
Chrono Pizza,5 avis ,Italienne  Pizza,Nº 2 736 sur 3 058 Restaurants à Lyon,2.0 ,no,yes,no information,45.76654815673828,4.83282995223999,69001  Lyon  
McDonald's,11 avis ,no information,Nº 2 737 sur 3 058 Restaurants à Lyon,2.0 ,no,no,no information,45.763851165771484,4.833970069885254,69002  Lyon  
La Pataterie Carré De Soie,180 avis ,no information,Nº 30 sur 36 Restaurants à Vaulx en Velin,2.5 ,no,no,no information,45.76087188720703,4.922880172729492,69120 Vaulx en Velin  Lyon  
La Table Exotique LYON,4 avis ,no information,Nº 2 739 sur 3 058 Restaurants à Lyon,1.5 ,no,no,no information,45.748775482177734,4.8430280685424805,69007  Lyon  
Pizza Pai de La Part Dieu,241 avis ,Italienne  Pizza,Nº 2 740 sur 3 058 Restaurants à Lyon,2.5 ,no,no,no information,45.75957489013672,4.858512878417969,69003  Lyon  
Le Paradis Gourmand,19 avis ,no information,Nº 2 741 sur 3 058 Restaurants à Lyon,2.5 ,no,no,no information,45.75284957885742,4.844709873199463,69007  Lyon  
Chez Lucia,7 avis ,no information,Nº 16 sur 16 Restaurants à Limonest,2.0 ,no,no,no information,45.81820297241211,4.759436130523682,69760 Limonest  Lyon  
Quick Lyon Part Dieu,60 avis ,Restauration rapide,Nº 2 743 sur 3 058 Restaurants à Lyon,2.5 ,no,no,no information,45.76110076904297,4.853784084320068,69003  Lyon  
Le Finest Restaurant tendance,4 avis ,Fruits de mer & Poisson,Nº 31 sur 36 Restaurants à Vaulx en Velin,1.5 ,no,no,no information,45.76837158203125,4.938692092895508,69120 Vaulx en Velin  Lyon  
Cote Jardin,72 avis ,no information,Nº 2 745 sur 3 058 Restaurants à Lyon,2.5 ,no,no,no information,45.76110076904297,4.853784084320068,69431  Lyon  
McDonald's,14 avis ,no information,Nº 2 746 sur 3 058 Restaurants à Lyon,2.5 ,no,no,no information,45.758689880371094,4.816595077514648,69005  Lyon  
Domino's Pizza,14 avis ,Pizza,Nº 2 747 sur 3 058 Restaurants à Lyon,2.0 ,no,no,no information,45.76827621459961,4.848260879516602,69006  Lyon  
L'as Du Burger,15 avis ,no information,Nº 173 sur 204 Restaurants à Villeurbanne,2.5 ,no,no,no information,45.769779205322266,4.878946781158447,69100 Villeurbanne  Lyon  
Bchef,47 avis ,no information,Nº 2 749 sur 3 058 Restaurants à Lyon,2.5 ,no,no,no information,45.76087188720703,4.922880172729492,69120  Lyon  
Tandoori Hot,9 avis ,Indienne  Moyen-Orient  Pakistanaise,Nº 2 750 sur 3 058 Restaurants à Lyon,2.0 ,no,no,no information,45.756492614746094,4.84303092956543,69007  Lyon  
wok et grill,80 avis ,Chinoise  Asiatique  Halal,Nº 40 sur 46 Restaurants à Bron,3.5 ,no,yes,12 € -19 €,45.74763488769531,4.935708045959473,69500 Bron  Lyon  
Beefhouse Hotel Dieu,74 avis ,no information,Nº 2 752 sur 3 058 Restaurants à Lyon,2.5 ,no,no,no information,45.758358001708984,4.835713863372803,69002  Lyon  
Docks 40,138 avis ,Française  Bar,Nº 2 753 sur 3 058 Restaurants à Lyon,2.5 ,no,no,10 € -30 €,45.741241455078125,4.815425872802734,69002  Lyon  
Sushi Shop,71 avis ,Japonaise  Sushi,Nº 2 755 sur 3 058 Restaurants à Lyon,2.5 ,no,yes,14 € -35 €,45.768924713134766,4.856989860534668,69006  Lyon  
Bahadourian Restaurant,35 avis ,no information,Nº 2 756 sur 3 058 Restaurants à Lyon,2.0 ,no,no,no information,45.76179122924805,4.851607799530029,69003  Lyon  
Maison Saveur Restaurant,13 avis ,no information,Nº 2 757 sur 3 058 Restaurants à Lyon,2.5 ,no,no,no information,45.76380920410156,4.872089862823486,69006  Lyon  
Brasserie des Etoiles,151 avis ,Française,Nº 2 758 sur 3 057 Restaurants à Lyon,2.5 ,no,no,no information,45.75957489013672,4.858512878417969,69404  Lyon  
Pizza Latino,41 avis ,Italienne  Pizza,Nº 2 759 sur 3 058 Restaurants à Lyon,2.0 ,no,no,no information,45.7290153503418,4.830063819885254,69007  Lyon  
Subway,11 avis ,no information,Nº 2 760 sur 3 058 Restaurants à Lyon,2.0 ,no,no,no information,45.75957489013672,4.858512878417969,69003  Lyon  
Brasserie le Parc,79 avis ,Française,Nº 2 761 sur 3 058 Restaurants à Lyon,2.5 ,no,no,no information,45.768924713134766,4.856989860534668,69006  Lyon  
Café des Vosges,170 avis ,Française  Bar  Café,Nº 2 762 sur 3 058 Restaurants à Lyon,2.5 ,no,no,no information,45.75957489013672,4.858512878417969,69003  Lyon  
OL brasserie,208 avis ,Française  Bar  Européenne,Nº 2 763 sur 3 058 Restaurants à Lyon,2.5 ,no,no,no information,45.7190055847168,5.0787248611450195,Lyon  
McDonald's,13 avis ,no information,Nº 32 sur 36 Restaurants à Vaulx en Velin,2.0 ,no,no,no information,45.74763488769531,4.935708045959473,69120 Vaulx en Velin  Lyon  
Papagayo,34 avis ,Diner,Nº 2 765 sur 3 058 Restaurants à Lyon,2.5 ,no,no,30 € -50 €,45.766624450683594,4.82803201675415,69005  Lyon  
Le Danois,12 avis ,no information,Nº 2 766 sur 3 058 Restaurants à Lyon,2.0 ,no,no,no information,45.76266098022461,4.826900005340576,69005  Lyon  
Speed'za,3 avis ,no information,Nº 2 767 sur 3 058 Restaurants à Lyon,1.0 ,no,no,no information,45.758689880371094,4.816595077514648,69005  Lyon  
A la Traboule,872 avis ,Française,Nº 2 769 sur 3 058 Restaurants à Lyon,2.5 ,no,no,22 € -86 €,45.76337432861328,4.827271938323975,69005  Lyon  
Beef House,19 avis ,Française,Nº 2 770 sur 3 058 Restaurants à Lyon,2.0 ,no,no,no information,no information,no information,69002  Lyon  
Autogrill,13 avis ,no information,Nº 2 771 sur 3 057 Restaurants à Lyon,1.5 ,no,no,no information,45.75957489013672,4.858512878417969,69003  Lyon  
L'aristo bar,50 avis ,no information,Nº 2 772 sur 3 058 Restaurants à Lyon,2.0 ,no,no,no information,45.76148223876953,4.8498148918151855,69003  Lyon  
Brasserie 3 Rivieres,128 avis ,Française,Nº 2 773 sur 3 058 Restaurants à Lyon,2.0 ,no,no,no information,45.76654815673828,4.83282995223999,69001  Lyon  
Au comptoir les gones,375 avis ,Française,Nº 2 774 sur 3 058 Restaurants à Lyon,2.0 ,no,no,no information,45.76337432861328,4.827271938323975,69005  Lyon  
McDonald's,14 avis ,no information,Nº 15 sur 15 Restaurants à Francheville,2.0 ,no,no,no information,45.740516662597656,4.780288219451904,69340 Francheville  Lyon  
The Burger Shop,1 avis ,Américaine,Nº 174 sur 204 Restaurants à Villeurbanne,1.0 ,yes,yes,5 € -21 €,45.770782470703125,4.86366081237793,69100 Villeurbanne  Lyon  
Casa di Pizza,5 avis ,no information,Nº 38 sur 44 Restaurants à Decines-Charpieu,1.0 ,no,no,no information,45.769161224365234,4.987874984741211,69150 Decines-Charpieu  Lyon  
Veng Hour,92 avis ,Asiatique,Nº 2 778 sur 3 058 Restaurants à Lyon,2.0 ,no,no,no information,45.73508834838867,4.828380107879639,69003  Lyon  
KFC,28 avis ,no information,Nº 48 sur 54 Restaurants à Saint-Priest,2.0 ,no,no,no information,45.68662643432617,4.9444169998168945,69800 Saint-Priest  Lyon  
McDonald's,15 avis ,no information,Nº 39 sur 44 Restaurants à Decines-Charpieu,2.0 ,no,no,no information,45.76837158203125,4.938692092895508,69150 Decines-Charpieu  Lyon  
McDonald's,10 avis ,no information,Nº 21 sur 26 Restaurants à Ecully,1.5 ,no,no,no information,45.78007888793945,4.77896785736084,69130 Ecully  Lyon  
Kfc,22 avis ,no information,Nº 175 sur 204 Restaurants à Villeurbanne,2.0 ,no,no,no information,45.76087188720703,4.922880172729492,69100 Villeurbanne  Lyon  
Nakata,18 avis ,Japonaise,Nº 2 783 sur 3 058 Restaurants à Lyon,2.0 ,no,no,no information,45.76435852050781,4.859684944152832,69006  Lyon  
River Boat,35 avis ,no information,Nº 2 784 sur 3 057 Restaurants à Lyon,2.0 ,no,no,no information,45.764625549316406,4.841786861419678,69003  Lyon  
Saladbr Green IS Better Lyon 9,4 avis ,Européenne,Nº 2 785 sur 3 058 Restaurants à Lyon,3.5 ,no,no,no information,45.792240142822266,4.8190507888793945,69009  Lyon  
Mc Donald's Lyon Restaurants,32 avis ,no information,Nº 2 786 sur 3 058 Restaurants à Lyon,2.0 ,no,no,no information,45.75843811035156,4.841518878936768,69003  Lyon  
Le Piccadilly,206 avis ,Française  Européenne,Nº 2 787 sur 3 058 Restaurants à Lyon,2.0 ,no,no,no information,45.75639343261719,4.833347797393799,69002  Lyon  
Le Summertime,133 avis ,Française,Nº 2 788 sur 3 058 Restaurants à Lyon,2.0 ,no,no,no information,45.76668930053711,4.837160110473633,69001  Lyon  
O Conways,72 avis ,no information,Nº 2 789 sur 3 057 Restaurants à Lyon,2.0 ,no,no,no information,45.75957489013672,4.858512878417969,Lyon  
Tacos Avenue,12 avis ,Restauration rapide  Cuisine de rue (street food),Nº 33 sur 36 Restaurants à Vaulx en Velin,1.5 ,no,no,no information,45.76087188720703,4.922880172729492,69120 Vaulx en Velin  Lyon  
Saladbar green is better  Lyon,8 avis ,no information,Nº 2 792 sur 3 058 Restaurants à Lyon,4.5 ,no,no,7 € -10 €,45.76192855834961,4.846171855926514,69003  Lyon  
Monsieur Phang,13 avis ,no information,Nº 175 sur 203 Restaurants à Villeurbanne,1.5 ,no,no,no information,45.770782470703125,4.86366081237793,69100 Villeurbanne  Lyon  
McDonald's,21 avis ,no information,Nº 177 sur 204 Restaurants à Villeurbanne,1.5 ,no,no,no information,45.770782470703125,4.86366081237793,69100 Villeurbanne  Lyon  
Restaurant Le Saint Joseph,392 avis ,Française,Nº 2 795 sur 3 058 Restaurants à Lyon,2.0 ,no,no,no information,45.76386260986328,4.83341121673584,69002  Lyon  
Quick,25 avis ,Américaine,Nº 22 sur 26 Restaurants à Ecully,1.5 ,no,no,no information,45.78007888793945,4.77896785736084,69130 Ecully  Lyon  
McDonald's,18 avis ,no information,Nº 41 sur 46 Restaurants à Bron,1.5 ,no,no,no information,45.726131439208984,4.923079967498779,69500 Bron  Lyon  
Le Cyrano,46 avis ,no information,Nº 2 798 sur 3 058 Restaurants à Lyon,1.5 ,no,no,no information,45.761531829833984,4.832685947418213,69002  Lyon  
La Grange de Saint Jean,625 avis ,Française,Nº 2 799 sur 3 058 Restaurants à Lyon,2.0 ,no,no,no information,45.76527786254883,4.827816963195801,69005  Lyon  
McDonald's,17 avis ,Cuisine de rue (street food),Nº 2 800 sur 3 058 Restaurants à Lyon,1.5 ,no,no,5 € -10 €,45.76668930053711,4.837160110473633,69001  Lyon  
Le pop rock,49 avis ,Française,Nº 2 801 sur 3 058 Restaurants à Lyon,1.5 ,no,no,no information,45.75033950805664,4.8261260986328125,69002  Lyon  
Le Narjisse Restaurant,11 avis ,no information,Nº 49 sur 54 Restaurants à Saint-Priest,1.0 ,no,no,no information,45.71208953857422,4.9671502113342285,69800 Saint-Priest  Lyon  
Burger King,45 avis ,Américaine,Nº 50 sur 54 Restaurants à Saint-Priest,1.5 ,no,no,no information,45.71208953857422,4.9671502113342285,69800 Saint-Priest  Lyon  
Les Chandelles,861 avis ,Française,Nº 2 804 sur 3 058 Restaurants à Lyon,2.0 ,no,no,12 € -24 €,45.76337432861328,4.827271938323975,69005  Lyon  
La Carretta,47 avis ,Pizza,Nº 2 805 sur 3 058 Restaurants à Lyon,1.5 ,no,no,no information,45.76569366455078,4.827927112579346,69005  Lyon  
Pizzeria Volcano,12 avis ,Pizza,Nº 2 806 sur 3 058 Restaurants à Lyon,1.0 ,no,no,no information,45.75016784667969,4.830166816711426,Lyon  
Cuisine Des Mamans,93 avis ,no information,Nº 2 807 sur 3 058 Restaurants à Lyon,1.5 ,no,no,no information,45.76527786254883,4.827816963195801,69005  Lyon  
Ange Divin,44 avis ,no information,Nº 2 808 sur 3 058 Restaurants à Lyon,1.5 ,no,no,no information,45.76266098022461,4.826900005340576,69005  Lyon  
RoofTop Maison Nô,2 avis ,no information,no_information,2.0 ,no,no,no information,45.76668930053711,4.837160110473633,69001  Lyon  
Le Saint Rigaud,1 avis ,no information,no_information, ,no,no,no information,46.160457611083984,4.6780500411987305,69860  Lyon  
La Station,1 avis ,no information,no_information,5.0 ,no,no,no information,45.7823600769043,4.807030200958252,69009  Lyon  
Brooklyn Burgers,no information,no information,Nº 2 718 sur 3 058 Restaurants à Lyon,no information,no,no,no information,45.77476119995117,4.805241107940674,69009  Lyon  
PHONE APERO,no information,Vietnamienne  Bar à vins,Nº 29 sur 36 Restaurants à Vaulx en Velin,no information,no,no,no information,45.77484130859375,4.914850234985352,69120 Vaulx en Velin  Lyon  
Les Cuisiniers du Marche,no information,no information,Nº 2 754 sur 3 058 Restaurants à Lyon,no information,no,no,no information,45.77438735961914,4.830961227416992,69001  Lyon  
Le Foch,no information,Française  Café,Nº 2 768 sur 3 058 Restaurants à Lyon,no information,yes,no,11 € -18 €,45.769676208496094,4.8437042236328125,69006  Lyon  
L'Etourdi,no information,Française,Nº 2 791 sur 3 058 Restaurants à Lyon,no information,no,no,no information,45.7598876953125,4.830905914306641,69002  Lyon  
VRP Multicartes,no information,Fruits de mer & Poisson,no_information,no information,no,no,no information,45.758689880371094,4.816595077514648,69005  Lyon  
Fringale Et Pepie,no information,Pub,no_information,no information,no,no,no information,45.76849365234375,4.85646390914917,69006  Lyon  
La Strada,no information,Pizza,no_information,no information,no,no,no information,45.81820297241211,4.759436130523682,Lyon  
Flos,no information,no information,no_information,no information,no,no,no information,45.788482666015625,4.814927101135254,69009  Lyon  
Coco D'or Restaurant,no information,no information,no_information,no information,no,no,no information,45.76475143432617,4.8271870613098145,69005  Lyon  
Original POZ,no information,no information,no_information,no information,no,no,no information,45.74464416503906,4.825779914855957,69002  Lyon  
Cafe du Bout du Monde,no information,no information,no_information,no information,no,no,no information,45.77971267700195,4.82665491104126,69004  Lyon  
Delices France 69,no information,no information,no_information,no information,no,no,no information,45.76103210449219,4.832007884979248,69002  Lyon  
Minus et Compagnie,no information,no information,no_information,no information,no,no,no information,45.77438735961914,4.830961227416992,69004  Lyon  
Kinket'do,no information,no information,no_information,no information,no,no,no information,45.75737762451172,4.858113765716553,69003  Lyon  
Societe Lyonnaise de Viennoiserie,no information,no information,no_information,no information,no,no,no information,45.76668930053711,4.837160110473633,69001  Lyon  
Gifome,no information,no information,no_information,no information,no,no,no information,45.76968002319336,4.850240230560303,69006  Lyon  
