Title,nbrAvis,specialite,ranking,overallRating,wifi,livraison,prix,Latitude,Longitude,district
Cafe Lobut,52 avis ,Française,Nº 11 sur 204 Restaurants à Villeurbanne,4.5 ,no,no,no information,45.76380920410156,4.872089862823486,69100 Villeurbanne  Lyon  
Indian Ocean,75 avis ,Indienne  Végétariens bienvenus,Nº 460 sur 3 058 Restaurants à Lyon,4.5 ,no,no,no information,45.744930267333984,4.865880012512207,69008  Lyon  
Casa Flavio,98 avis ,Italienne  Pizza,Nº 461 sur 3 058 Restaurants à Lyon,4.5 ,no,no,no information,45.746891021728516,4.844983100891113,69007  Lyon  
Le Blind Pig,93 avis ,Diner  Méditerranéenne  Internationale,Nº 462 sur 3 058 Restaurants à Lyon,4.5 ,yes,no,20 € -45 €,45.76849365234375,4.85646390914917,69006  Lyon  
Les garcons bouchers aux halles,257 avis ,Française  Steakhouse  Européenne,Nº 463 sur 3 058 Restaurants à Lyon,3.5 ,no,no,21 € -28 €,45.76179122924805,4.851607799530029,69003  Lyon  
Brasserie Midi Minuit,523 avis ,Française  Bar  Européenne,Nº 464 sur 3 058 Restaurants à Lyon,3.5 ,no,no,no information,45.745304107666016,4.822752952575684,69002  Lyon  
Les Berthom,73 avis ,Bar à bières  Pub,Nº 465 sur 3 058 Restaurants à Lyon,4.5 ,no,no,Bar à bières,45.76527786254883,4.827816963195801,69005  Lyon  
Le Krepiot,83 avis ,Végétariens bienvenus,Nº 466 sur 3 058 Restaurants à Lyon,4.0 ,no,no,no information,45.76527786254883,4.827816963195801,69005  Lyon  
Au P'tit Zinc,99 avis ,Française  Européenne,Nº 468 sur 3 057 Restaurants à Lyon,4.5 ,yes,yes,12 € -25 €,45.76475143432617,4.8271870613098145,69005  Lyon  
Chez Hugon,238 avis ,Française,Nº 468 sur 3 058 Restaurants à Lyon,4.0 ,no,no,no information,45.76668930053711,4.837160110473633,69001  Lyon  
Aux Phils des Saveurs,63 avis ,Française,Nº 469 sur 3 058 Restaurants à Lyon,4.5 ,no,no,no information,45.746891021728516,4.844983100891113,69008  Lyon  
Soda Bar,75 avis ,no information,Nº 470 sur 3 058 Restaurants à Lyon,4.5 ,no,no,no information,45.76845932006836,4.827991008758545,69001  Lyon  
Brasserie des Brotteaux,388 avis ,Française,Nº 471 sur 3 058 Restaurants à Lyon,4.0 ,no,no,no information,45.768184661865234,4.858717918395996,69006  Lyon  
Clos Bis,79 avis ,Bar à vins,Nº 472 sur 3 058 Restaurants à Lyon,4.5 ,no,no,Bar à vins,45.76849365234375,4.85646390914917,69006  Lyon  
Bateau Bellona,340 avis ,Française,Nº 473 sur 3 058 Restaurants à Lyon,4.0 ,no,no,no information,45.734214782714844,4.816058158874512,69002  Lyon  
Toru,41 avis ,Végétariens bienvenus,Nº 474 sur 3 058 Restaurants à Lyon,4.5 ,no,no,no information,45.76654815673828,4.83282995223999,69001  Lyon  
NOSCH Cantine & Comptoir,27 avis ,Française,Nº 475 sur 3 058 Restaurants à Lyon,5.0 ,no,no,15 € -40 €,45.763099670410156,4.8345232009887695,69002  Lyon  
AUGUSTO,175 avis ,Italienne,Nº 476 sur 3 058 Restaurants à Lyon,4.0 ,yes,yes,16 € -35 €,45.76485824584961,4.833683013916016,69002  Lyon  
Le Petit Sorcier,42 avis ,Française,Nº 477 sur 3 058 Restaurants à Lyon,4.5 ,yes,no,17 € -45 €,45.76475143432617,4.8271870613098145,69005  Lyon  
L'Attrape-Coeurs,87 avis ,Française  Moderne,Nº 478 sur 3 058 Restaurants à Lyon,4.5 ,no,no,10 € -29 €,45.76845932006836,4.827991008758545,69001  Lyon  
Bistro La Favorite,50 avis ,Française,Nº 479 sur 3 058 Restaurants à Lyon,4.5 ,no,no,10 € -24 €,45.758689880371094,4.816595077514648,69005  Lyon  
Crêperie Caramel Salé,50 avis ,no information,Nº 480 sur 3 058 Restaurants à Lyon,4.5 ,no,no,no information,45.748775482177734,4.8430280685424805,69007  Lyon  
La Marmaille,69 avis ,Française,Nº 481 sur 3 058 Restaurants à Lyon,4.5 ,no,no,12 € -28 €,45.758689880371094,4.816595077514648,69005  Lyon  
Andre Melkonyan,68 avis ,Europe de l'Est  Arménienne,Nº 482 sur 3 057 Restaurants à Lyon,4.5 ,no,no,Arménienne,45.768924713134766,4.856989860534668,69006  Lyon  
Soleil Levant,89 avis ,Japonaise  Sushi,Nº 483 sur 3 058 Restaurants à Lyon,4.0 ,no,no,no information,45.76110076904297,4.853784084320068,69003  Lyon  
Happy Times le comptoir lyonnais autrement,378 avis ,Française,Nº 484 sur 3 058 Restaurants à Lyon,4.0 ,no,no,no information,45.76668930053711,4.837160110473633,69001  Lyon  
Tiger Wok,241 avis ,Chinoise  Végétariens bienvenus  Choix végétaliens,Nº 485 sur 3 058 Restaurants à Lyon,3.5 ,no,no,20 € -53 €,45.7290153503418,4.830063819885254,69007  Lyon  
PanzerotTiamo,41 avis ,Cuisine de rue (street food)  Italienne,Nº 486 sur 3 058 Restaurants à Lyon,4.5 ,no,yes,5 € -14 €,45.76435852050781,4.859684944152832,69006  Lyon  
Chee Is Thaï,179 avis ,Thaï,Nº 487 sur 3 058 Restaurants à Lyon,4.0 ,no,no,no information,45.76668930053711,4.837160110473633,69001  Lyon  
Aux Trois Maries,571 avis ,Française,Nº 488 sur 3 058 Restaurants à Lyon,4.0 ,yes,no,13 € -48 €,45.76337432861328,4.827271938323975,69005  Lyon  
Athina,120 avis ,Grecque  Végétariens bienvenus,Nº 489 sur 3 058 Restaurants à Lyon,4.0 ,no,no,no information,45.76668930053711,4.837160110473633,69001  Lyon  
Tandoor Time,56 avis ,Indienne  Végétariens bienvenus,Nº 12 sur 204 Restaurants à Villeurbanne,4.5 ,no,no,no information,45.770782470703125,4.86366081237793,69100 Villeurbanne  Lyon  
La Casa Vito Morreale,51 avis ,Végétariens bienvenus,Nº 491 sur 3 058 Restaurants à Lyon,4.5 ,no,no,no information,45.76849365234375,4.85646390914917,69006  Lyon  
Boston Tavern,198 avis ,Américaine  Bar  Végétariens bienvenus,Nº 492 sur 3 058 Restaurants à Lyon,4.0 ,yes,no,9 € -17 €,45.76654815673828,4.83282995223999,69001  Lyon  
Live Station Diy,60 avis ,no information,Nº 493 sur 3 057 Restaurants à Lyon,4.5 ,no,no,no information,45.75194549560547,4.840252876281738,69007  Lyon  
Oncle Dik,66 avis ,Europe de l'Est  Arménienne,Nº 494 sur 3 058 Restaurants à Lyon,4.5 ,no,yes,15 € -25 €,45.76708984375,4.845279216766357,69006  Lyon  
Carpe Diem,34 avis ,no information,Nº 495 sur 3 058 Restaurants à Lyon,5.0 ,no,no,no information,45.764625549316406,4.841786861419678,69006  Lyon  
Le Bistrot du Palais,150 avis ,Française  Bar  Européenne,Nº 496 sur 3 058 Restaurants à Lyon,4.0 ,no,no,24 € -32 €,45.76148223876953,4.8498148918151855,69003  Lyon  
Creperie La Blanche Hermine,107 avis ,Française,Nº 497 sur 3 058 Restaurants à Lyon,4.0 ,no,no,no information,45.75132751464844,4.855055809020996,69003  Lyon  
ICEO,261 avis ,Européenne  Internationale  Végétariens bienvenus,Nº 498 sur 3 058 Restaurants à Lyon,4.0 ,yes,no,25 € -31 €,45.73798751831055,4.837673187255859,69007  Lyon  
APIALES,51 avis ,Végétariens bienvenus,Nº 499 sur 3 058 Restaurants à Lyon,4.5 ,yes,yes,12 € -30 €,45.751338958740234,4.830699920654297,69002  Lyon  
Restaurant Thaï Demoiselle,146 avis ,Diner  Asiatique  Thaï,Nº 500 sur 3 058 Restaurants à Lyon,4.0 ,no,no,no information,45.75843811035156,4.841518878936768,69003  Lyon  
Brasserie Jullien,164 avis ,Française  Bar  Pub,Nº 501 sur 3 058 Restaurants à Lyon,4.5 ,yes,no,25 € -45 €,45.76849365234375,4.85646390914917,69006  Lyon  
Aux Huit Saveurs,49 avis ,Française,Nº 13 sur 204 Restaurants à Villeurbanne,4.5 ,no,no,10 € -18 €,45.770782470703125,4.86366081237793,69100 Villeurbanne  Lyon  
Au Bord de l'Eau,620 avis ,Française,Nº 3 sur 44 Restaurants à Decines-Charpieu,3.5 ,no,no,no information,45.77123260498047,4.986588954925537,69150 Decines-Charpieu  Lyon  
Chez Léon,119 avis ,Française  Fruits de mer & Poisson,Nº 504 sur 3 058 Restaurants à Lyon,4.0 ,no,yes,25 € -45 €,45.76179122924805,4.851607799530029,69003  Lyon  
La petite auberge,111 avis ,Française  Européenne,Nº 505 sur 3 058 Restaurants à Lyon,4.5 ,no,no,15 € -31 €,45.758689880371094,4.816595077514648,69005  Lyon  
Giovany's ristorante,358 avis ,Italienne  Végétariens bienvenus,Nº 506 sur 3 058 Restaurants à Lyon,4.0 ,no,no,no information,45.76337432861328,4.827271938323975,69005  Lyon  
Djizan,84 avis ,Japonaise  Asiatique  Végétariens bienvenus,Nº 505 sur 3 057 Restaurants à Lyon,4.5 ,no,no,no information,45.766624450683594,4.82803201675415,69001  Lyon  
L'encart,48 avis ,Française  Bar à vins,Nº 508 sur 3 058 Restaurants à Lyon,4.5 ,yes,no,13 € -24 €,45.75538635253906,4.830474853515625,69002  Lyon  
Le Comptoir du Boeuf,765 avis ,Française,Nº 509 sur 3 057 Restaurants à Lyon,4.0 ,no,no,no information,45.76266098022461,4.826900005340576,69005  Lyon  
L'Inédit,37 avis ,Française,Nº 510 sur 3 058 Restaurants à Lyon,4.5 ,no,no,12 € -24 €,45.768184661865234,4.858717918395996,69006  Lyon  
Bistrot La Varenne,147 avis ,Française  Européenne  Bar à vins,Nº 511 sur 3 058 Restaurants à Lyon,4.0 ,no,no,Bar à vins,45.754425048828125,4.834312915802002,69002  Lyon  
Les Enfants Terribles,539 avis ,Française  Européenne,Nº 512 sur 3 058 Restaurants à Lyon,3.5 ,no,no,no information,45.761531829833984,4.832685947418213,69002  Lyon  
Luzes - Restaurant portugais,72 avis ,Européenne  Portugaise,Nº 513 sur 3 058 Restaurants à Lyon,4.5 ,no,yes,15 € -35 €,45.69715881347656,4.809360027313232,69230  Lyon  
D.D Sushi,74 avis ,Japonaise  Sushi  Végétariens bienvenus,Nº 514 sur 3 058 Restaurants à Lyon,4.5 ,no,no,no information,45.770782470703125,4.86366081237793,69006  Lyon  
Le Caro de Lyon,483 avis ,Française  Européenne  Brasserie gastronomique,Nº 515 sur 3 058 Restaurants à Lyon,4.0 ,no,no,no information,45.76668930053711,4.837160110473633,69001  Lyon  
Le Bouillon Paradis,82 avis ,Française  Végétariens bienvenus,Nº 516 sur 3 058 Restaurants à Lyon,4.5 ,no,no,no information,45.748775482177734,4.8430280685424805,69007  Lyon  
Les Fromagivores,72 avis ,Française  Bar à vins,Nº 517 sur 3 058 Restaurants à Lyon,4.0 ,no,no,10 € -25 €,45.76668930053711,4.837160110473633,69001  Lyon  
Bistro Pizay,1 135 avis ,Française,Nº 518 sur 3 058 Restaurants à Lyon,4.0 ,no,no,22 € -38 €,45.76668930053711,4.837160110473633,69001  Lyon  
Casareccio,108 avis ,Italienne  Pizza,Nº 519 sur 3 058 Restaurants à Lyon,4.0 ,no,no,no information,45.76848602294922,4.8462090492248535,69006  Lyon  
Dorodi Pastry,45 avis ,Américaine,Nº 520 sur 3 058 Restaurants à Lyon,4.5 ,no,no,no information,45.75737762451172,4.858113765716553,69003  Lyon  
Le Grand Café Lyonnais ,295 avis ,Française  Bar  Européenne,Nº 521 sur 3 058 Restaurants à Lyon,4.0 ,no,no,no information,45.75831985473633,4.834630012512207,69002  Lyon  
La Régate restaurant,208 avis ,Française  Fruits de mer & Poisson  Européenne,Nº 522 sur 3 058 Restaurants à Lyon,4.0 ,no,no,15 € -35 €,45.768924713134766,4.856989860534668,69006  Lyon  
La Table D'a Cote,81 avis ,Brasserie gastronomique,Nº 2 sur 26 Restaurants à Ecully,4.5 ,no,no,no information,45.78007888793945,4.77896785736084,69130 Ecully  Lyon  
Les Téléphones,134 avis ,Française  Végétariens bienvenus,Nº 524 sur 3 058 Restaurants à Lyon,4.0 ,no,no,no information,45.758689880371094,4.816595077514648,69005  Lyon  
Le Bistrot d'Arno,74 avis ,no information,Nº 525 sur 3 058 Restaurants à Lyon,4.5 ,no,no,no information,45.764625549316406,4.841786861419678,69006  Lyon  
La Maison Thaï,77 avis ,no information,Nº 14 sur 204 Restaurants à Villeurbanne,4.0 ,no,no,no information,45.770782470703125,4.86366081237793,69100 Villeurbanne  Lyon  
Au Chien Perché,31 avis ,Française  Végétariens bienvenus,Nº 527 sur 3 058 Restaurants à Lyon,4.5 ,no,no,no information,45.76845932006836,4.827991008758545,60001  Lyon  
L'Etoile d'Orient,208 avis ,Marocaine  Méditerranéenne  Moyen-Orient,Nº 528 sur 3 058 Restaurants à Lyon,4.0 ,yes,yes,11 € -33 €,45.753108978271484,4.82942008972168,69002  Lyon  
Gabriella,109 avis ,Italienne  Végétariens bienvenus,Nº 528 sur 3 057 Restaurants à Lyon,4.0 ,no,yes,7 € -30 €,45.753108978271484,4.82942008972168,69002  Lyon  
Accasbel,39 avis ,Française  Irlandaise  Bar à bières,Nº 530 sur 3 058 Restaurants à Lyon,4.5 ,no,no,Bar à bières,45.75048828125,4.826393127441406,69002  Lyon  
L'Harmonie des Vins,136 avis ,Française  Bar à vins,Nº 531 sur 3 058 Restaurants à Lyon,4.0 ,no,no,Bar à vins,45.76485824584961,4.833683013916016,69001  Lyon  
Matsuri Lyon Part Dieu,315 avis ,Japonaise  Sushi  Asiatique,Nº 532 sur 3 058 Restaurants à Lyon,3.5 ,no,yes,15 € -25 €,45.76179122924805,4.851607799530029,69006  Lyon  
les terrasses d'alex,191 avis ,no information,Nº 15 sur 204 Restaurants à Villeurbanne,4.0 ,no,no,no information,45.770782470703125,4.86366081237793,69100 Villeurbanne  Lyon  
L'Epicerie,133 avis ,Française  Végétariens bienvenus,Nº 534 sur 3 058 Restaurants à Lyon,4.0 ,yes,no,4 € -9 €,45.74713134765625,4.867350101470947,69008  Lyon  
Crêperie La Marie Morgane,33 avis ,Française  Plats sans gluten,Nº 535 sur 3 058 Restaurants à Lyon,4.5 ,no,no,no information,45.753108978271484,4.82942008972168,69002  Lyon  
Mont Fuji,74 avis ,Japonaise,Nº 536 sur 3 058 Restaurants à Lyon,4.0 ,no,no,no information,45.769676208496094,4.8437042236328125,69006  Lyon  
Komé Sushi Bar,132 avis ,Sushi  Japonaise  Fusion,Nº 537 sur 3 058 Restaurants à Lyon,4.0 ,yes,yes,no information,45.76629638671875,4.831736087799072,69001  Lyon  
Le Carre des Saveurs,120 avis ,Française  Européenne,Nº 538 sur 3 058 Restaurants à Lyon,4.0 ,no,no,no information,45.759883880615234,4.831785202026367,69002  Lyon  
Auberge Rabelais,297 avis ,Française  Européenne,Nº 539 sur 3 058 Restaurants à Lyon,3.5 ,no,no,no information,45.76266098022461,4.826900005340576,69005  Lyon  
Senkichi,97 avis ,Japonaise,Nº 540 sur 3 058 Restaurants à Lyon,4.0 ,no,no,no information,45.744930267333984,4.865880012512207,69008  Lyon  
Les Marionnettes,41 avis ,no information,Nº 541 sur 3 058 Restaurants à Lyon,4.5 ,no,no,no information,45.76829147338867,4.803615093231201,69005  Lyon  
La Storia Nostra,72 avis ,no information,Nº 16 sur 204 Restaurants à Villeurbanne,4.0 ,no,no,no information,45.770782470703125,4.86366081237793,69100 Villeurbanne  Lyon  
James Joyce Pub,129 avis ,Irlandaise  Bar  Britannique,Nº 543 sur 3 058 Restaurants à Lyon,4.0 ,no,no,no information,45.76266098022461,4.826900005340576,69005  Lyon  
Riso Amaro,42 avis ,Italienne,Nº 544 sur 3 058 Restaurants à Lyon,4.5 ,no,yes,13 € -25 €,45.76848602294922,4.8462090492248535,69006  Lyon  
Farfalla Caffe,80 avis ,Italienne,Nº 545 sur 3 058 Restaurants à Lyon,4.0 ,no,no,no information,45.76192855834961,4.846171855926514,Lyon  
Raj Mahal,120 avis ,Indienne  Pakistanaise  Végétariens bienvenus,Nº 546 sur 3 058 Restaurants à Lyon,4.0 ,no,no,no information,45.76337432861328,4.827271938323975,69005  Lyon  
La Table,115 avis ,Française  Européenne,Nº 547 sur 3 058 Restaurants à Lyon,4.0 ,no,no,no information,45.77438735961914,4.830961227416992,69004  Lyon  
Les Bonnes Manieres,110 avis ,Française,Nº 548 sur 3 058 Restaurants à Lyon,4.0 ,no,no,no information,45.75284957885742,4.844709873199463,69007  Lyon  
La mouss'tache,179 avis ,Bar  Bar à bières  Grillades,Nº 549 sur 3 058 Restaurants à Lyon,4.0 ,no,no,no information,45.759132385253906,4.823150157928467,69005  Lyon  
Sassoun Traiteur,56 avis ,Europe de l'Est  Arménienne  Végétariens bienvenus,Nº 17 sur 204 Restaurants à Villeurbanne,4.5 ,no,no,Arménienne,45.770782470703125,4.86366081237793,69100 Villeurbanne  Lyon  
Ani,74 avis ,Fruits de mer & Poisson  Fusion,Nº 551 sur 3 058 Restaurants à Lyon,4.0 ,no,no,23 € -60 €,45.76191329956055,4.846983909606934,69003  Lyon  
MOMENTO SAPORI E VINI,214 avis ,Italienne  Méditerranéenne  Européenne,Nº 552 sur 3 058 Restaurants à Lyon,4.0 ,no,no,no information,45.753108978271484,4.82942008972168,69002  Lyon  
Indian Cantine,25 avis ,Végétariens bienvenus,Nº 553 sur 3 058 Restaurants à Lyon,5.0 ,no,no,no information,45.7546501159668,4.84443998336792,69003  Lyon  
Brasserie Le Central Lyon Part-Dieu,106 avis ,Française  Bar  Brasserie gastronomique,Nº 554 sur 3 058 Restaurants à Lyon,4.0 ,yes,no,11 € -30 €,45.76435852050781,4.859684944152832,69006  Lyon  
Le Bistrot de Lyon,927 avis ,Française  Européenne  Soupes,Nº 555 sur 3 058 Restaurants à Lyon,3.5 ,no,no,18 € -40 €,45.761531829833984,4.832685947418213,69002  Lyon  
l'oiseau sur la branche,36 avis ,no information,Nº 556 sur 3 058 Restaurants à Lyon,4.5 ,no,no,no information,45.77438735961914,4.830961227416992,69004  Lyon  
Le Troquet des Sens,67 avis ,Française,Nº 557 sur 3 058 Restaurants à Lyon,4.0 ,no,no,no information,45.751338958740234,4.830699920654297,69002  Lyon  
Jiang.Xin,24 avis ,Française  Chinoise,Nº 558 sur 3 058 Restaurants à Lyon,5.0 ,yes,yes,10 € -25 €,45.7598876953125,4.830905914306641,69002  Lyon  
L'Assiette autour du Vin,27 avis ,Française  Européenne  Bar à vins,Nº 559 sur 3 058 Restaurants à Lyon,4.5 ,no,no,12 € -30 €,45.76110076904297,4.853784084320068,69003  Lyon  
Le Président,51 avis ,Française,Nº 560 sur 3 058 Restaurants à Lyon,4.5 ,yes,no,41 € -50 €,45.774967193603516,4.847644805908203,69006  Lyon  
Rani Raja,68 avis ,Française  Américaine  Bar à bières,Nº 561 sur 3 058 Restaurants à Lyon,4.5 ,yes,yes,12 € -18 €,45.76475143432617,4.8271870613098145,69005  Lyon  
Mattsam Restaurant Messob,96 avis ,Africaine  Éthiopienne  Végétariens bienvenus,Nº 562 sur 3 058 Restaurants à Lyon,4.0 ,no,no,no information,45.76849365234375,4.85646390914917,69006  Lyon  
Le Petit Bouclard,33 avis ,Française  Bar à bières  Café,Nº 563 sur 3 058 Restaurants à Lyon,4.5 ,yes,no,4 € -14 €,45.748775482177734,4.8430280685424805,69007  Lyon  
Mademoiselle Simone,89 avis ,Internationale,Nº 564 sur 3 057 Restaurants à Lyon,4.0 ,no,no,9 € -23 €,45.74855041503906,4.827869892120361,69002  Lyon  
La Maison Gamboni,144 avis ,Française  Grillades  Brasserie gastronomique,Nº 565 sur 3 058 Restaurants à Lyon,4.0 ,no,no,15 € -30 €,45.7290153503418,4.830063819885254,69007  Lyon  
Piment & Citronnelle,56 avis ,no information,Nº 566 sur 3 058 Restaurants à Lyon,4.0 ,no,no,no information,45.75284957885742,4.844709873199463,69007  Lyon  
Namaste,43 avis ,Indienne  Végétariens bienvenus,Nº 567 sur 3 057 Restaurants à Lyon,5.0 ,yes,yes,5 € -18 €,45.76148223876953,4.8498148918151855,69003  Lyon  
Cafe du Nain,38 avis ,Française,Nº 568 sur 3 058 Restaurants à Lyon,4.5 ,no,no,no information,45.75194549560547,4.840252876281738,69007  Lyon  
Zucca,335 avis ,Italienne  Méditerranéenne  Européenne,Nº 569 sur 3 058 Restaurants à Lyon,3.5 ,yes,no,15 € -28 €,45.784820556640625,4.853109836578369,69006  Lyon  
DOMA,46 avis ,Japonaise,Nº 570 sur 3 058 Restaurants à Lyon,4.5 ,no,yes,7 € -14 €,45.76629638671875,4.831736087799072,69001  Lyon  
Pierre et Martine,192 avis ,Française  Européenne,Nº 571 sur 3 058 Restaurants à Lyon,4.0 ,no,no,19 € -29 €,45.759132385253906,4.823150157928467,69005  Lyon  
La Brasserie Flow,83 avis ,no information,Nº 2 sur 22 Restaurants à Chassieu,4.0 ,no,no,16 € -29 €,45.7376823425293,4.968141078948975,69680 Chassieu  Lyon  
Mumbai Café,93 avis ,Indienne  Asiatique  Végétariens bienvenus,Nº 575 sur 3 057 Restaurants à Lyon,4.0 ,no,no,no information,45.76654815673828,4.83282995223999,69001  Lyon  
King Marcel PART DIEU,147 avis ,Américaine  Restauration rapide  Végétariens bienvenus,Nº 574 sur 3 058 Restaurants à Lyon,4.0 ,yes,yes,8 € -15 €,45.76435852050781,4.859684944152832,69006  Lyon  
Restaurant Ô Vietnam,37 avis ,Café  Asiatique  Vietnamienne,Nº 575 sur 3 058 Restaurants à Lyon,4.5 ,no,yes,14 € -30 €,45.76337432861328,4.827271938323975,69005  Lyon  
TajMahal,79 avis ,Japonaise  Indienne  Asiatique,Nº 3 sur 22 Restaurants à Chassieu,4.0 ,no,no,no information,45.7376823425293,4.968141078948975,69680 Chassieu  Lyon  
DineDonG,70 avis ,Chinoise  Asiatique  Vietnamienne,Nº 577 sur 3 058 Restaurants à Lyon,4.5 ,yes,yes,14 € -25 €,45.76849365234375,4.85646390914917,69006  Lyon  
Nam Sandwich,43 avis ,Asiatique  Vietnamienne  Végétariens bienvenus,Nº 578 sur 3 058 Restaurants à Lyon,4.5 ,no,no,no information,45.7567024230957,4.841903209686279,69007  Lyon  
Café de la place,85 avis ,Française  Bar  Pub,Nº 579 sur 3 058 Restaurants à Lyon,4.0 ,yes,no,14 € -25 €,45.76845932006836,4.827991008758545,69001  Lyon  
Pizza Carloni,36 avis ,Italienne  Pizza,Nº 18 sur 204 Restaurants à Villeurbanne,4.5 ,no,no,5 € -15 €,45.78227233886719,4.890410900115967,69100 Villeurbanne  Lyon  
Ô Pad Thaï,45 avis ,Thaï,Nº 581 sur 3 058 Restaurants à Lyon,4.5 ,no,yes,9 € -13 €,45.76435852050781,4.859684944152832,69006  Lyon  
En Mets Fais Ce Qu'il Te Plait,96 avis ,Française,Nº 582 sur 3 058 Restaurants à Lyon,4.0 ,no,no,no information,45.74885177612305,4.839950084686279,69007  Lyon  
La Bonne Fourchette,36 avis ,no information,Nº 19 sur 204 Restaurants à Villeurbanne,4.5 ,no,no,no information,45.76380920410156,4.872089862823486,69100 Villeurbanne  Lyon  
En Voute Et Moi,34 avis ,no information,Nº 584 sur 3 058 Restaurants à Lyon,4.5 ,no,no,no information,45.745304107666016,4.822752952575684,69002  Lyon  
Le P'tit Boulevard,33 avis ,Française  Moderne  Diner,Nº 585 sur 3 058 Restaurants à Lyon,4.5 ,yes,no,16 € -34 €,45.76849365234375,4.85646390914917,69006  Lyon  
Lem Sushi,72 avis ,Japonaise  Sushi,Nº 586 sur 3 058 Restaurants à Lyon,4.0 ,no,no,no information,45.763099670410156,4.8345232009887695,69002  Lyon  
chez les gones,132 avis ,Française,Nº 587 sur 3 058 Restaurants à Lyon,4.0 ,no,no,19 € -25 €,45.76179122924805,4.851607799530029,69003  Lyon  
Piada,24 avis ,no information,Nº 588 sur 3 058 Restaurants à Lyon,5.0 ,no,no,8 € -15 €,45.741241455078125,4.815425872802734,69002  Lyon  
Brasserie l'Est,2 193 avis ,Française  Européenne,Nº 589 sur 3 058 Restaurants à Lyon,3.5 ,no,no,22 € -33 €,45.768184661865234,4.858717918395996,69006  Lyon  
Chez Moss,278 avis ,Française  Fruits de mer & Poisson,Nº 590 sur 3 058 Restaurants à Lyon,4.0 ,no,yes,19 € -29 €,45.761531829833984,4.832685947418213,69002  Lyon  
Traboule kitchen,27 avis ,Végétariens bienvenus,Nº 591 sur 3 058 Restaurants à Lyon,5.0 ,no,no,no information,45.76654815673828,4.83282995223999,69001  Lyon  
Le Zinc à Burger,78 avis ,Végétariens bienvenus  Choix végétaliens  Plats sans gluten,Nº 592 sur 3 058 Restaurants à Lyon,4.0 ,yes,yes,9 € -17 €,45.76068878173828,4.836968898773193,69002  Lyon  
Le Picasso,53 avis ,Latino  Méditerranéenne  Espagnole,Nº 593 sur 3 058 Restaurants à Lyon,4.5 ,yes,no,9 € -18 €,45.75132751464844,4.855055809020996,69007  Lyon  
Bistrot Jul,118 avis ,Française  Européenne,Nº 594 sur 3 058 Restaurants à Lyon,4.0 ,no,no,no information,45.766624450683594,4.82803201675415,69005  Lyon  
A Nos Mères,25 avis ,Pizza,Nº 595 sur 3 058 Restaurants à Lyon,5.0 ,no,yes,9 € -18 €,45.7546501159668,4.84443998336792,69007  Lyon  
Joe's BBQ & Grill,111 avis ,no information,Nº 4 sur 54 Restaurants à Saint-Priest,4.0 ,no,no,no information,45.68662643432617,4.9444169998168945,69780 Saint-Priest  Lyon  
Wallace,163 avis ,Bar  Britannique  Pub,Nº 597 sur 3 058 Restaurants à Lyon,4.0 ,no,no,6 € -13 €,45.766624450683594,4.82803201675415,Lyon  
La Barque Bleue,46 avis ,no information,Nº 598 sur 3 058 Restaurants à Lyon,4.5 ,no,no,no information,45.76848602294922,4.8462090492248535,69006  Lyon  
La Mouss’tache Saint-Antoine,39 avis ,Française  Américaine  Bar à bières,Nº 599 sur 3 058 Restaurants à Lyon,4.5 ,no,no,9 € -20 €,45.761531829833984,4.832685947418213,69002  Lyon  
Jardin du Pré Fleuri,63 avis ,Japonaise  Bar à bières  Asiatique,Nº 20 sur 204 Restaurants à Villeurbanne,4.0 ,yes,no,10 € -27 €,45.769779205322266,4.878946781158447,69100 Villeurbanne  Lyon  
La Mouss’tache Saint-Antoine,39 avis ,Française  Américaine  Bar à bières,Nº 599 sur 3 058 Restaurants à Lyon,4.5 ,no,no,9 € -20 €,45.761531829833984,4.832685947418213,69002  Lyon  
La Chopinette,25 avis ,no information,Nº 2 sur 15 Restaurants à Francheville,4.5 ,no,no,no information,45.74658966064453,4.73116397857666,69340 Francheville  Lyon  
Restaurant Bon Voyage,70 avis ,Chinoise  Végétariens bienvenus,Nº 602 sur 3 058 Restaurants à Lyon,4.5 ,no,no,no information,45.76668930053711,4.837160110473633,69001  Lyon  
La Piazza Papa,383 avis ,Pizza  Italienne  Méditerranéenne,Nº 603 sur 3 058 Restaurants à Lyon,3.5 ,yes,yes,no information,45.763099670410156,4.8345232009887695,69002  Lyon  
La Trattoria,226 avis ,Italienne  Pizza  Européenne,Nº 604 sur 3 058 Restaurants à Lyon,4.0 ,no,no,no information,45.76266098022461,4.826900005340576,69005  Lyon  
Broc'Café,71 avis ,Française,Nº 605 sur 3 058 Restaurants à Lyon,4.5 ,no,no,8 € -15 €,45.758358001708984,4.835713863372803,69002  Lyon  
Le jeu de quilles,30 avis ,Française  Bar à vins,Nº 607 sur 3 058 Restaurants à Lyon,5.0 ,no,no,10 € -25 €,45.76654815673828,4.83282995223999,69001  Lyon  
Mamma Osteria,109 avis ,Italienne  Pizza,Nº 608 sur 3 058 Restaurants à Lyon,4.0 ,no,no,12 € -30 €,45.76485824584961,4.833683013916016,69001  Lyon  
L'Empreinte,48 avis ,no information,Nº 609 sur 3 058 Restaurants à Lyon,4.5 ,no,no,no information,45.76435852050781,4.859684944152832,69006  Lyon  
